row_id,date,num_sold,Finland,Norway,Sweden,KaggleMart,KaggleRama,Kaggle Hat,Kaggle Mug,Kaggle Sticker
6447,2015-12-25,387,1,0,0,0,1,0,1,0
6448,2015-12-25,572,1,0,0,0,1,1,0,0
6449,2015-12-25,157,1,0,0,0,1,0,0,1
6450,2015-12-25,364,0,1,0,1,0,0,1,0
6451,2015-12-25,618,0,1,0,1,0,1,0,0
6452,2015-12-25,159,0,1,0,1,0,0,0,1
6453,2015-12-25,647,0,1,0,0,1,0,1,0
6454,2015-12-25,1010,0,1,0,0,1,1,0,0
6455,2015-12-25,301,0,1,0,0,1,0,0,1
6456,2015-12-25,253,0,0,1,1,0,0,1,0
6457,2015-12-25,421,0,0,1,1,0,1,0,0
6458,2015-12-25,121,0,0,1,1,0,0,0,1
6459,2015-12-25,504,0,0,1,0,1,0,1,0
6460,2015-12-25,737,0,0,1,0,1,1,0,0
6461,2015-12-25,201,0,0,1,0,1,0,0,1
6462,2015-12-26,338,1,0,0,1,0,0,1,0
6463,2015-12-26,480,1,0,0,1,0,1,0,0
6464,2015-12-26,143,1,0,0,1,0,0,0,1
6465,2015-12-26,528,1,0,0,0,1,0,1,0
6466,2015-12-26,823,1,0,0,0,1,1,0,0
6467,2015-12-26,284,1,0,0,0,1,0,0,1
6468,2015-12-26,503,0,1,0,1,0,0,1,0
6469,2015-12-26,794,0,1,0,1,0,1,0,0
6470,2015-12-26,233,0,1,0,1,0,0,0,1
6471,2015-12-26,832,0,1,0,0,1,0,1,0
6472,2015-12-26,1388,0,1,0,0,1,1,0,0
6473,2015-12-26,375,0,1,0,0,1,0,0,1
6474,2015-12-26,363,0,0,1,1,0,0,1,0
6475,2015-12-26,619,0,0,1,1,0,1,0,0
6476,2015-12-26,164,0,0,1,1,0,0,0,1
6477,2015-12-26,673,0,0,1,0,1,0,1,0
6478,2015-12-26,933,0,0,1,0,1,1,0,0
6479,2015-12-26,266,0,0,1,0,1,0,0,1
6480,2015-12-27,422,1,0,0,1,0,0,1,0
6481,2015-12-27,614,1,0,0,1,0,1,0,0
6482,2015-12-27,176,1,0,0,1,0,0,0,1
6483,2015-12-27,699,1,0,0,0,1,0,1,0
6484,2015-12-27,1152,1,0,0,0,1,1,0,0
6485,2015-12-27,324,1,0,0,0,1,0,0,1
6486,2015-12-27,635,0,1,0,1,0,0,1,0
6487,2015-12-27,954,0,1,0,1,0,1,0,0
6488,2015-12-27,279,0,1,0,1,0,0,0,1
6489,2015-12-27,1157,0,1,0,0,1,0,1,0
6490,2015-12-27,1827,0,1,0,0,1,1,0,0
6491,2015-12-27,495,0,1,0,0,1,0,0,1
6492,2015-12-27,527,0,0,1,1,0,0,1,0
6493,2015-12-27,714,0,0,1,1,0,1,0,0
6494,2015-12-27,200,0,0,1,1,0,0,0,1
6495,2015-12-27,844,0,0,1,0,1,0,1,0
6496,2015-12-27,1182,0,0,1,0,1,1,0,0
6497,2015-12-27,376,0,0,1,0,1,0,0,1
6498,2015-12-28,417,1,0,0,1,0,0,1,0
6499,2015-12-28,620,1,0,0,1,0,1,0,0
6500,2015-12-28,171,1,0,0,1,0,0,0,1
6501,2015-12-28,759,1,0,0,0,1,0,1,0
6502,2015-12-28,1051,1,0,0,0,1,1,0,0
6503,2015-12-28,313,1,0,0,0,1,0,0,1
6504,2015-12-28,612,0,1,0,1,0,0,1,0
6505,2015-12-28,999,0,1,0,1,0,1,0,0
6506,2015-12-28,273,0,1,0,1,0,0,0,1
6507,2015-12-28,1116,0,1,0,0,1,0,1,0
6508,2015-12-28,1765,0,1,0,0,1,1,0,0
6509,2015-12-28,478,0,1,0,0,1,0,0,1
6510,2015-12-28,512,0,0,1,1,0,0,1,0
6511,2015-12-28,829,0,0,1,1,0,1,0,0
6512,2015-12-28,222,0,0,1,1,0,0,0,1
6513,2015-12-28,869,0,0,1,0,1,0,1,0
6514,2015-12-28,1173,0,0,1,0,1,1,0,0
6515,2015-12-28,374,0,0,1,0,1,0,0,1
6516,2015-12-29,482,1,0,0,1,0,0,1,0
6517,2015-12-29,707,1,0,0,1,0,1,0,0
6518,2015-12-29,200,1,0,0,1,0,0,0,1
6519,2015-12-29,824,1,0,0,0,1,0,1,0
6520,2015-12-29,1214,1,0,0,0,1,1,0,0
6521,2015-12-29,397,1,0,0,0,1,0,0,1
6522,2015-12-29,704,0,1,0,1,0,0,1,0
6523,2015-12-29,1151,0,1,0,1,0,1,0,0
6524,2015-12-29,316,0,1,0,1,0,0,0,1
6525,2015-12-29,1382,0,1,0,0,1,0,1,0
6526,2015-12-29,1975,0,1,0,0,1,1,0,0
6527,2015-12-29,510,0,1,0,0,1,0,0,1
6528,2015-12-29,586,0,0,1,1,0,0,1,0
6529,2015-12-29,805,0,0,1,1,0,1,0,0
6530,2015-12-29,238,0,0,1,1,0,0,0,1
6531,2015-12-29,998,0,0,1,0,1,0,1,0
6532,2015-12-29,1548,0,0,1,0,1,1,0,0
6533,2015-12-29,428,0,0,1,0,1,0,0,1
6534,2015-12-30,480,1,0,0,1,0,0,1,0
6535,2015-12-30,711,1,0,0,1,0,1,0,0
6536,2015-12-30,224,1,0,0,1,0,0,0,1
6537,2015-12-30,790,1,0,0,0,1,0,1,0
6538,2015-12-30,1249,1,0,0,0,1,1,0,0
6539,2015-12-30,346,1,0,0,0,1,0,0,1
6540,2015-12-30,817,0,1,0,1,0,0,1,0
6541,2015-12-30,1220,0,1,0,1,0,1,0,0
6542,2015-12-30,310,0,1,0,1,0,0,0,1
6543,2015-12-30,1315,0,1,0,0,1,0,1,0
6544,2015-12-30,2106,0,1,0,0,1,1,0,0
6545,2015-12-30,613,0,1,0,0,1,0,0,1
6546,2015-12-30,534,0,0,1,1,0,0,1,0
6547,2015-12-30,836,0,0,1,1,0,1,0,0
6548,2015-12-30,265,0,0,1,1,0,0,0,1
6549,2015-12-30,954,0,0,1,0,1,0,1,0
6550,2015-12-30,1498,0,0,1,0,1,1,0,0
6551,2015-12-30,413,0,0,1,0,1,0,0,1
6552,2015-12-31,403,1,0,0,1,0,0,1,0
6553,2015-12-31,619,1,0,0,1,0,1,0,0
6554,2015-12-31,191,1,0,0,1,0,0,0,1
6555,2015-12-31,665,1,0,0,0,1,0,1,0
6556,2015-12-31,1031,1,0,0,0,1,1,0,0
6557,2015-12-31,296,1,0,0,0,1,0,0,1
6558,2015-12-31,633,0,1,0,1,0,0,1,0
6559,2015-12-31,1061,0,1,0,1,0,1,0,0
6560,2015-12-31,293,0,1,0,1,0,0,0,1
6561,2015-12-31,1084,0,1,0,0,1,0,1,0
6562,2015-12-31,1765,0,1,0,0,1,1,0,0
6563,2015-12-31,524,0,1,0,0,1,0,0,1
6564,2015-12-31,465,0,0,1,1,0,0,1,0
6565,2015-12-31,723,0,0,1,1,0,1,0,0
6566,2015-12-31,215,0,0,1,1,0,0,0,1
6567,2015-12-31,867,0,0,1,0,1,0,1,0
6568,2015-12-31,1315,0,0,1,0,1,1,0,0
6569,2015-12-31,410,0,0,1,0,1,0,0,1
6570,2016-01-01,370,1,0,0,1,0,0,1,0
6571,2016-01-01,523,1,0,0,1,0,1,0,0
6572,2016-01-01,143,1,0,0,1,0,0,0,1
6573,2016-01-01,618,1,0,0,0,1,0,1,0
6574,2016-01-01,995,1,0,0,0,1,1,0,0
6575,2016-01-01,278,1,0,0,0,1,0,0,1
6576,2016-01-01,538,0,1,0,1,0,0,1,0
6577,2016-01-01,823,0,1,0,1,0,1,0,0
6578,2016-01-01,262,0,1,0,1,0,0,0,1
6579,2016-01-01,1064,0,1,0,0,1,0,1,0
6580,2016-01-01,1584,0,1,0,0,1,1,0,0
6581,2016-01-01,415,0,1,0,0,1,0,0,1
6582,2016-01-01,434,0,0,1,1,0,0,1,0
6583,2016-01-01,616,0,0,1,1,0,1,0,0
6584,2016-01-01,200,0,0,1,1,0,0,0,1
6585,2016-01-01,779,0,0,1,0,1,0,1,0
6586,2016-01-01,1103,0,0,1,0,1,1,0,0
6587,2016-01-01,329,0,0,1,0,1,0,0,1
6588,2016-01-02,316,1,0,0,1,0,0,1,0
6589,2016-01-02,524,1,0,0,1,0,1,0,0
6590,2016-01-02,146,1,0,0,1,0,0,0,1
6591,2016-01-02,648,1,0,0,0,1,0,1,0
6592,2016-01-02,1020,1,0,0,0,1,1,0,0
6593,2016-01-02,254,1,0,0,0,1,0,0,1
6594,2016-01-02,561,0,1,0,1,0,0,1,0
6595,2016-01-02,859,0,1,0,1,0,1,0,0
6596,2016-01-02,228,0,1,0,1,0,0,0,1
6597,2016-01-02,996,0,1,0,0,1,0,1,0
6598,2016-01-02,1430,0,1,0,0,1,1,0,0
6599,2016-01-02,436,0,1,0,0,1,0,0,1
6600,2016-01-02,428,0,0,1,1,0,0,1,0
6601,2016-01-02,679,0,0,1,1,0,1,0,0
6602,2016-01-02,183,0,0,1,1,0,0,0,1
6603,2016-01-02,691,0,0,1,0,1,0,1,0
6604,2016-01-02,1210,0,0,1,0,1,1,0,0
6605,2016-01-02,366,0,0,1,0,1,0,0,1
6606,2016-01-03,293,1,0,0,1,0,0,1,0
6607,2016-01-03,469,1,0,0,1,0,1,0,0
6608,2016-01-03,129,1,0,0,1,0,0,0,1
6609,2016-01-03,544,1,0,0,0,1,0,1,0
6610,2016-01-03,805,1,0,0,0,1,1,0,0
6611,2016-01-03,255,1,0,0,0,1,0,0,1
6612,2016-01-03,465,0,1,0,1,0,0,1,0
6613,2016-01-03,750,0,1,0,1,0,1,0,0
6614,2016-01-03,215,0,1,0,1,0,0,0,1
6615,2016-01-03,788,0,1,0,0,1,0,1,0
6616,2016-01-03,1385,0,1,0,0,1,1,0,0
6617,2016-01-03,394,0,1,0,0,1,0,0,1
6618,2016-01-03,394,0,0,1,1,0,0,1,0
6619,2016-01-03,629,0,0,1,1,0,1,0,0
6620,2016-01-03,170,0,0,1,1,0,0,0,1
6621,2016-01-03,662,0,0,1,0,1,0,1,0
6622,2016-01-03,1042,0,0,1,0,1,1,0,0
6623,2016-01-03,290,0,0,1,0,1,0,0,1
6624,2016-01-04,203,1,0,0,1,0,0,1,0
6625,2016-01-04,395,1,0,0,1,0,1,0,0
6626,2016-01-04,96,1,0,0,1,0,0,0,1
6627,2016-01-04,386,1,0,0,0,1,0,1,0
6628,2016-01-04,618,1,0,0,0,1,1,0,0
6629,2016-01-04,165,1,0,0,0,1,0,0,1
6630,2016-01-04,381,0,1,0,1,0,0,1,0
6631,2016-01-04,613,0,1,0,1,0,1,0,0
6632,2016-01-04,162,0,1,0,1,0,0,0,1
6633,2016-01-04,670,0,1,0,0,1,0,1,0
6634,2016-01-04,991,0,1,0,0,1,1,0,0
6635,2016-01-04,268,0,1,0,0,1,0,0,1
6636,2016-01-04,303,0,0,1,1,0,0,1,0
6637,2016-01-04,490,0,0,1,1,0,1,0,0
6638,2016-01-04,134,0,0,1,1,0,0,0,1
6639,2016-01-04,559,0,0,1,0,1,0,1,0
6640,2016-01-04,841,0,0,1,0,1,1,0,0
6641,2016-01-04,230,0,0,1,0,1,0,0,1
6642,2016-01-05,246,1,0,0,1,0,0,1,0
6643,2016-01-05,378,1,0,0,1,0,1,0,0
6644,2016-01-05,108,1,0,0,1,0,0,0,1
6645,2016-01-05,352,1,0,0,0,1,0,1,0
6646,2016-01-05,621,1,0,0,0,1,1,0,0
6647,2016-01-05,180,1,0,0,0,1,0,0,1
6648,2016-01-05,384,0,1,0,1,0,0,1,0
6649,2016-01-05,586,0,1,0,1,0,1,0,0
6650,2016-01-05,170,0,1,0,1,0,0,0,1
6651,2016-01-05,650,0,1,0,0,1,0,1,0
6652,2016-01-05,1102,0,1,0,0,1,1,0,0
6653,2016-01-05,286,0,1,0,0,1,0,0,1
6654,2016-01-05,249,0,0,1,1,0,0,1,0
6655,2016-01-05,487,0,0,1,1,0,1,0,0
6656,2016-01-05,139,0,0,1,1,0,0,0,1
6657,2016-01-05,552,0,0,1,0,1,0,1,0
6658,2016-01-05,855,0,0,1,0,1,1,0,0
6659,2016-01-05,242,0,0,1,0,1,0,0,1
6660,2016-01-06,241,1,0,0,1,0,0,1,0
6661,2016-01-06,379,1,0,0,1,0,1,0,0
6662,2016-01-06,95,1,0,0,1,0,0,0,1
6663,2016-01-06,384,1,0,0,0,1,0,1,0
6664,2016-01-06,632,1,0,0,0,1,1,0,0
6665,2016-01-06,183,1,0,0,0,1,0,0,1
6666,2016-01-06,338,0,1,0,1,0,0,1,0
6667,2016-01-06,567,0,1,0,1,0,1,0,0
6668,2016-01-06,166,0,1,0,1,0,0,0,1
6669,2016-01-06,637,0,1,0,0,1,0,1,0
6670,2016-01-06,1032,0,1,0,0,1,1,0,0
6671,2016-01-06,287,0,1,0,0,1,0,0,1
6672,2016-01-06,276,0,0,1,1,0,0,1,0
6673,2016-01-06,463,0,0,1,1,0,1,0,0
6674,2016-01-06,140,0,0,1,1,0,0,0,1
6675,2016-01-06,506,0,0,1,0,1,0,1,0
6676,2016-01-06,868,0,0,1,0,1,1,0,0
6677,2016-01-06,228,0,0,1,0,1,0,0,1
6678,2016-01-07,211,1,0,0,1,0,0,1,0
6679,2016-01-07,345,1,0,0,1,0,1,0,0
6680,2016-01-07,106,1,0,0,1,0,0,0,1
6681,2016-01-07,402,1,0,0,0,1,0,1,0
6682,2016-01-07,613,1,0,0,0,1,1,0,0
6683,2016-01-07,173,1,0,0,0,1,0,0,1
6684,2016-01-07,347,0,1,0,1,0,0,1,0
6685,2016-01-07,598,0,1,0,1,0,1,0,0
6686,2016-01-07,164,0,1,0,1,0,0,0,1
6687,2016-01-07,588,0,1,0,0,1,0,1,0
6688,2016-01-07,1003,0,1,0,0,1,1,0,0
6689,2016-01-07,277,0,1,0,0,1,0,0,1
6690,2016-01-07,273,0,0,1,1,0,0,1,0
6691,2016-01-07,434,0,0,1,1,0,1,0,0
6692,2016-01-07,128,0,0,1,1,0,0,0,1
6693,2016-01-07,511,0,0,1,0,1,0,1,0
6694,2016-01-07,786,0,0,1,0,1,1,0,0
6695,2016-01-07,247,0,0,1,0,1,0,0,1
6696,2016-01-08,242,1,0,0,1,0,0,1,0
6697,2016-01-08,414,1,0,0,1,0,1,0,0
6698,2016-01-08,109,1,0,0,1,0,0,0,1
6699,2016-01-08,421,1,0,0,0,1,0,1,0
6700,2016-01-08,703,1,0,0,0,1,1,0,0
6701,2016-01-08,170,1,0,0,0,1,0,0,1
6702,2016-01-08,365,0,1,0,1,0,0,1,0
6703,2016-01-08,564,0,1,0,1,0,1,0,0
6704,2016-01-08,158,0,1,0,1,0,0,0,1
6705,2016-01-08,628,0,1,0,0,1,0,1,0
6706,2016-01-08,1044,0,1,0,0,1,1,0,0
6707,2016-01-08,270,0,1,0,0,1,0,0,1
6708,2016-01-08,296,0,0,1,1,0,0,1,0
6709,2016-01-08,460,0,0,1,1,0,1,0,0
6710,2016-01-08,133,0,0,1,1,0,0,0,1
6711,2016-01-08,523,0,0,1,0,1,0,1,0
6712,2016-01-08,855,0,0,1,0,1,1,0,0
6713,2016-01-08,240,0,0,1,0,1,0,0,1
6714,2016-01-09,308,1,0,0,1,0,0,1,0
6715,2016-01-09,453,1,0,0,1,0,1,0,0
6716,2016-01-09,126,1,0,0,1,0,0,0,1
6717,2016-01-09,521,1,0,0,0,1,0,1,0
6718,2016-01-09,748,1,0,0,0,1,1,0,0
6719,2016-01-09,203,1,0,0,0,1,0,0,1
6720,2016-01-09,466,0,1,0,1,0,0,1,0
6721,2016-01-09,637,0,1,0,1,0,1,0,0
6722,2016-01-09,193,0,1,0,1,0,0,0,1
6723,2016-01-09,748,0,1,0,0,1,0,1,0
6724,2016-01-09,1041,0,1,0,0,1,1,0,0
6725,2016-01-09,333,0,1,0,0,1,0,0,1
6726,2016-01-09,318,0,0,1,1,0,0,1,0
6727,2016-01-09,553,0,0,1,1,0,1,0,0
6728,2016-01-09,142,0,0,1,1,0,0,0,1
6729,2016-01-09,593,0,0,1,0,1,0,1,0
6730,2016-01-09,961,0,0,1,0,1,1,0,0
6731,2016-01-09,262,0,0,1,0,1,0,0,1
6732,2016-01-10,275,1,0,0,1,0,0,1,0
6733,2016-01-10,438,1,0,0,1,0,1,0,0
6734,2016-01-10,138,1,0,0,1,0,0,0,1
6735,2016-01-10,495,1,0,0,0,1,0,1,0
6736,2016-01-10,841,1,0,0,0,1,1,0,0
6737,2016-01-10,222,1,0,0,0,1,0,0,1
6738,2016-01-10,472,0,1,0,1,0,0,1,0
6739,2016-01-10,631,0,1,0,1,0,1,0,0
6740,2016-01-10,191,0,1,0,1,0,0,0,1
6741,2016-01-10,704,0,1,0,0,1,0,1,0
6742,2016-01-10,1142,0,1,0,0,1,1,0,0
6743,2016-01-10,296,0,1,0,0,1,0,0,1
6744,2016-01-10,369,0,0,1,1,0,0,1,0
6745,2016-01-10,599,0,0,1,1,0,1,0,0
6746,2016-01-10,157,0,0,1,1,0,0,0,1
6747,2016-01-10,649,0,0,1,0,1,0,1,0
6748,2016-01-10,952,0,0,1,0,1,1,0,0
6749,2016-01-10,280,0,0,1,0,1,0,0,1
6750,2016-01-11,241,1,0,0,1,0,0,1,0
6751,2016-01-11,362,1,0,0,1,0,1,0,0
6752,2016-01-11,107,1,0,0,1,0,0,0,1
6753,2016-01-11,371,1,0,0,0,1,0,1,0
6754,2016-01-11,642,1,0,0,0,1,1,0,0
6755,2016-01-11,188,1,0,0,0,1,0,0,1
6756,2016-01-11,316,0,1,0,1,0,0,1,0
6757,2016-01-11,524,0,1,0,1,0,1,0,0
6758,2016-01-11,143,0,1,0,1,0,0,0,1
6759,2016-01-11,577,0,1,0,0,1,0,1,0
6760,2016-01-11,840,0,1,0,0,1,1,0,0
6761,2016-01-11,239,0,1,0,0,1,0,0,1
6762,2016-01-11,285,0,0,1,1,0,0,1,0
6763,2016-01-11,454,0,0,1,1,0,1,0,0
6764,2016-01-11,117,0,0,1,1,0,0,0,1
6765,2016-01-11,490,0,0,1,0,1,0,1,0
6766,2016-01-11,659,0,0,1,0,1,1,0,0
6767,2016-01-11,211,0,0,1,0,1,0,0,1
6768,2016-01-12,222,1,0,0,1,0,0,1,0
6769,2016-01-12,374,1,0,0,1,0,1,0,0
6770,2016-01-12,102,1,0,0,1,0,0,0,1
6771,2016-01-12,376,1,0,0,0,1,0,1,0
6772,2016-01-12,650,1,0,0,0,1,1,0,0
6773,2016-01-12,159,1,0,0,0,1,0,0,1
6774,2016-01-12,303,0,1,0,1,0,0,1,0
6775,2016-01-12,506,0,1,0,1,0,1,0,0
6776,2016-01-12,134,0,1,0,1,0,0,0,1
6777,2016-01-12,573,0,1,0,0,1,0,1,0
6778,2016-01-12,907,0,1,0,0,1,1,0,0
6779,2016-01-12,243,0,1,0,0,1,0,0,1
6780,2016-01-12,257,0,0,1,1,0,0,1,0
6781,2016-01-12,402,0,0,1,1,0,1,0,0
6782,2016-01-12,120,0,0,1,1,0,0,0,1
6783,2016-01-12,446,0,0,1,0,1,0,1,0
6784,2016-01-12,766,0,0,1,0,1,1,0,0
6785,2016-01-12,197,0,0,1,0,1,0,0,1
6786,2016-01-13,200,1,0,0,1,0,0,1,0
6787,2016-01-13,338,1,0,0,1,0,1,0,0
6788,2016-01-13,95,1,0,0,1,0,0,0,1
6789,2016-01-13,394,1,0,0,0,1,0,1,0
6790,2016-01-13,599,1,0,0,0,1,1,0,0
6791,2016-01-13,171,1,0,0,0,1,0,0,1
6792,2016-01-13,298,0,1,0,1,0,0,1,0
6793,2016-01-13,502,0,1,0,1,0,1,0,0
6794,2016-01-13,131,0,1,0,1,0,0,0,1
6795,2016-01-13,576,0,1,0,0,1,0,1,0
6796,2016-01-13,948,0,1,0,0,1,1,0,0
6797,2016-01-13,241,0,1,0,0,1,0,0,1
6798,2016-01-13,240,0,0,1,1,0,0,1,0
6799,2016-01-13,445,0,0,1,1,0,1,0,0
6800,2016-01-13,108,0,0,1,1,0,0,0,1
6801,2016-01-13,421,0,0,1,0,1,0,1,0
6802,2016-01-13,729,0,0,1,0,1,1,0,0
6803,2016-01-13,213,0,0,1,0,1,0,0,1
6804,2016-01-14,215,1,0,0,1,0,0,1,0
6805,2016-01-14,344,1,0,0,1,0,1,0,0
6806,2016-01-14,95,1,0,0,1,0,0,0,1
6807,2016-01-14,352,1,0,0,0,1,0,1,0
6808,2016-01-14,511,1,0,0,0,1,1,0,0
6809,2016-01-14,154,1,0,0,0,1,0,0,1
6810,2016-01-14,311,0,1,0,1,0,0,1,0
6811,2016-01-14,516,0,1,0,1,0,1,0,0
6812,2016-01-14,146,0,1,0,1,0,0,0,1
6813,2016-01-14,567,0,1,0,0,1,0,1,0
6814,2016-01-14,866,0,1,0,0,1,1,0,0
6815,2016-01-14,238,0,1,0,0,1,0,0,1
6816,2016-01-14,253,0,0,1,1,0,0,1,0
6817,2016-01-14,414,0,0,1,1,0,1,0,0
6818,2016-01-14,101,0,0,1,1,0,0,0,1
6819,2016-01-14,407,0,0,1,0,1,0,1,0
6820,2016-01-14,716,0,0,1,0,1,1,0,0
6821,2016-01-14,200,0,0,1,0,1,0,0,1
6822,2016-01-15,199,1,0,0,1,0,0,1,0
6823,2016-01-15,379,1,0,0,1,0,1,0,0
6824,2016-01-15,96,1,0,0,1,0,0,0,1
6825,2016-01-15,378,1,0,0,0,1,0,1,0
6826,2016-01-15,606,1,0,0,0,1,1,0,0
6827,2016-01-15,151,1,0,0,0,1,0,0,1
6828,2016-01-15,337,0,1,0,1,0,0,1,0
6829,2016-01-15,510,0,1,0,1,0,1,0,0
6830,2016-01-15,138,0,1,0,1,0,0,0,1
6831,2016-01-15,577,0,1,0,0,1,0,1,0
6832,2016-01-15,884,0,1,0,0,1,1,0,0
6833,2016-01-15,247,0,1,0,0,1,0,0,1
6834,2016-01-15,238,0,0,1,1,0,0,1,0
6835,2016-01-15,431,0,0,1,1,0,1,0,0
6836,2016-01-15,117,0,0,1,1,0,0,0,1
6837,2016-01-15,424,0,0,1,0,1,0,1,0
6838,2016-01-15,729,0,0,1,0,1,1,0,0
6839,2016-01-15,190,0,0,1,0,1,0,0,1
6840,2016-01-16,270,1,0,0,1,0,0,1,0
6841,2016-01-16,415,1,0,0,1,0,1,0,0
6842,2016-01-16,117,1,0,0,1,0,0,0,1
6843,2016-01-16,447,1,0,0,0,1,0,1,0
6844,2016-01-16,660,1,0,0,0,1,1,0,0
6845,2016-01-16,188,1,0,0,0,1,0,0,1
6846,2016-01-16,441,0,1,0,1,0,0,1,0
6847,2016-01-16,696,0,1,0,1,0,1,0,0
6848,2016-01-16,156,0,1,0,1,0,0,0,1
6849,2016-01-16,718,0,1,0,0,1,0,1,0
6850,2016-01-16,1169,0,1,0,0,1,1,0,0
6851,2016-01-16,308,0,1,0,0,1,0,0,1
6852,2016-01-16,304,0,0,1,1,0,0,1,0
6853,2016-01-16,451,0,0,1,1,0,1,0,0
6854,2016-01-16,127,0,0,1,1,0,0,0,1
6855,2016-01-16,557,0,0,1,0,1,0,1,0
6856,2016-01-16,856,0,0,1,0,1,1,0,0
6857,2016-01-16,237,0,0,1,0,1,0,0,1
6858,2016-01-17,255,1,0,0,1,0,0,1,0
6859,2016-01-17,429,1,0,0,1,0,1,0,0
6860,2016-01-17,108,1,0,0,1,0,0,0,1
6861,2016-01-17,403,1,0,0,0,1,0,1,0
6862,2016-01-17,716,1,0,0,0,1,1,0,0
6863,2016-01-17,193,1,0,0,0,1,0,0,1
6864,2016-01-17,365,0,1,0,1,0,0,1,0
6865,2016-01-17,680,0,1,0,1,0,1,0,0
6866,2016-01-17,181,0,1,0,1,0,0,0,1
6867,2016-01-17,675,0,1,0,0,1,0,1,0
6868,2016-01-17,1163,0,1,0,0,1,1,0,0
6869,2016-01-17,295,0,1,0,0,1,0,0,1
6870,2016-01-17,282,0,0,1,1,0,0,1,0
6871,2016-01-17,459,0,0,1,1,0,1,0,0
6872,2016-01-17,125,0,0,1,1,0,0,0,1
6873,2016-01-17,479,0,0,1,0,1,0,1,0
6874,2016-01-17,886,0,0,1,0,1,1,0,0
6875,2016-01-17,219,0,0,1,0,1,0,0,1
6876,2016-01-18,191,1,0,0,1,0,0,1,0
6877,2016-01-18,331,1,0,0,1,0,1,0,0
6878,2016-01-18,91,1,0,0,1,0,0,0,1
6879,2016-01-18,345,1,0,0,0,1,0,1,0
6880,2016-01-18,576,1,0,0,0,1,1,0,0
6881,2016-01-18,141,1,0,0,0,1,0,0,1
6882,2016-01-18,313,0,1,0,1,0,0,1,0
6883,2016-01-18,525,0,1,0,1,0,1,0,0
6884,2016-01-18,145,0,1,0,1,0,0,0,1
6885,2016-01-18,563,0,1,0,0,1,0,1,0
6886,2016-01-18,934,0,1,0,0,1,1,0,0
6887,2016-01-18,234,0,1,0,0,1,0,0,1
6888,2016-01-18,234,0,0,1,1,0,0,1,0
6889,2016-01-18,386,0,0,1,1,0,1,0,0
6890,2016-01-18,104,0,0,1,1,0,0,0,1
6891,2016-01-18,418,0,0,1,0,1,0,1,0
6892,2016-01-18,567,0,0,1,0,1,1,0,0
6893,2016-01-18,177,0,0,1,0,1,0,0,1
6894,2016-01-19,188,1,0,0,1,0,0,1,0
6895,2016-01-19,332,1,0,0,1,0,1,0,0
6896,2016-01-19,85,1,0,0,1,0,0,0,1
6897,2016-01-19,329,1,0,0,0,1,0,1,0
6898,2016-01-19,583,1,0,0,0,1,1,0,0
6899,2016-01-19,156,1,0,0,0,1,0,0,1
6900,2016-01-19,312,0,1,0,1,0,0,1,0
6901,2016-01-19,545,0,1,0,1,0,1,0,0
6902,2016-01-19,152,0,1,0,1,0,0,0,1
6903,2016-01-19,530,0,1,0,0,1,0,1,0
6904,2016-01-19,879,0,1,0,0,1,1,0,0
6905,2016-01-19,234,0,1,0,0,1,0,0,1
6906,2016-01-19,229,0,0,1,1,0,0,1,0
6907,2016-01-19,415,0,0,1,1,0,1,0,0
6908,2016-01-19,104,0,0,1,1,0,0,0,1
6909,2016-01-19,398,0,0,1,0,1,0,1,0
6910,2016-01-19,642,0,0,1,0,1,1,0,0
6911,2016-01-19,163,0,0,1,0,1,0,0,1
6912,2016-01-20,200,1,0,0,1,0,0,1,0
6913,2016-01-20,329,1,0,0,1,0,1,0,0
6914,2016-01-20,92,1,0,0,1,0,0,0,1
6915,2016-01-20,337,1,0,0,0,1,0,1,0
6916,2016-01-20,587,1,0,0,0,1,1,0,0
6917,2016-01-20,152,1,0,0,0,1,0,0,1
6918,2016-01-20,277,0,1,0,1,0,0,1,0
6919,2016-01-20,486,0,1,0,1,0,1,0,0
6920,2016-01-20,140,0,1,0,1,0,0,0,1
6921,2016-01-20,574,0,1,0,0,1,0,1,0
6922,2016-01-20,980,0,1,0,0,1,1,0,0
6923,2016-01-20,237,0,1,0,0,1,0,0,1
6924,2016-01-20,240,0,0,1,1,0,0,1,0
6925,2016-01-20,394,0,0,1,1,0,1,0,0
6926,2016-01-20,107,0,0,1,1,0,0,0,1
6927,2016-01-20,405,0,0,1,0,1,0,1,0
6928,2016-01-20,631,0,0,1,0,1,1,0,0
6929,2016-01-20,185,0,0,1,0,1,0,0,1
6930,2016-01-21,185,1,0,0,1,0,0,1,0
6931,2016-01-21,320,1,0,0,1,0,1,0,0
6932,2016-01-21,85,1,0,0,1,0,0,0,1
6933,2016-01-21,366,1,0,0,0,1,0,1,0
6934,2016-01-21,559,1,0,0,0,1,1,0,0
6935,2016-01-21,173,1,0,0,0,1,0,0,1
6936,2016-01-21,301,0,1,0,1,0,0,1,0
6937,2016-01-21,550,0,1,0,1,0,1,0,0
6938,2016-01-21,148,0,1,0,1,0,0,0,1
6939,2016-01-21,533,0,1,0,0,1,0,1,0
6940,2016-01-21,899,0,1,0,0,1,1,0,0
6941,2016-01-21,225,0,1,0,0,1,0,0,1
6942,2016-01-21,216,0,0,1,1,0,0,1,0
